index,date,boxcell,momsp,mompid,dadsp,dadpid,fullcross,progenyid,flowers,anthers,line,viable,inviable,tot,notes
812,2020-03-29,1,sarmentosa,896 8-2,lydgatei,6682 204-1,sarm 896 8-2 x lydg 6682 204-1,2,4,20,638,190,10,200,
813,2020-03-29,8,sarmentosa,896 8-2,lydgatei,6682 204-1,sarm 896 8-2 x lydg 6682 204-1,15,8,20,645,156,44,200,
814,2020-04-01,5,sarmentosa,896 8-2,lydgatei,6682 204-1,sarm 896 8-2 x lydg 6682 204-1,12,4,20,651,190,10,200,
815,2020-04-01,6,sarmentosa,896 8-2,lydgatei,6682 204-1,sarm 896 8-2 x lydg 6682 204-1,1,7,20,652,189,11,200,
816,2020-04-03,5,sarmentosa,896 8-2,lydgatei,6682 204-1,sarm 896 8-2 x lydg 6682 204-1,17,6,20,666,187,13,200,
817,2019-11-05,2,sarmentosa ,896 8-2 ,lydgatei,6682 209-2,sarm 896 8-2 x lydg 6682 209-2,16,5,20,57,171,29,200,
818,2019-11-30,8,sarmentosa ,896 8-2,lydgatei ,6682 209-2,sarm 896 8-2 x lydg 6682 209-2,14,6,20,83,157,43,200,
819,2020-02-09,10,sarmentosa ,896 8-2,lydgatei,6682 209-2,sarm 896 8-2 x lydg 6682 209-2,6,6,20,274,193,7,200,
820,2020-02-12,5,sarmentosa ,896 8-2,lydgatei,6682 209-2,sarm 896 8-2 x lydg 6682 209-2,8,3,20,305,187,13,200,
821,2019-12-06,4,sarmentosa ,896 8-2,lydgatei,6682 209-2,sarm 896 8-2 x lydg 6682 209-2 ,12,5,20,98,167,33,200,
822,2020-02-25,13,sarmentosa,896 17-5,,,sarmentosa 896 17-5 ,,5,20,388,,,,JP total was 0
823,2019-11-26,6,spergulina,120289-11,attenuata,1394-7,sperg 120289-11 x atten,3,7,20,74,80,120,200,
824,2019-12-19,2,spergulina,120289-11,attenuata,1394-7,sperg 120289-11 x atten ,38,4,20,124,145,55,200,
825,2019-12-19,3,spergulina,120289-11,attenuata,1394-7,sperg 120289-11 x atten ,22,6,20,125,35,165,200,
826,2020-01-04,7,spergulina,120289-11,attenuata,1394-7,sperg 120289-11 x atten ,8,5,20,138,129,71,200,F1
827,2020-01-11,3,spergulina,120289-11,attenuata,1394-7,sperg 120289-11 x atten ,35,7,20,147,126,74,200,F1
828,2020-01-26,6,spergulina,120289-2,verticillata,880-A,sperg 120289-2 x vert 880-A,3,6,20,176,72,128,200,
829,2020-01-26,7,spergulina,120289-2,verticillata,880-A,sperg 120289-2 x vert 880-A,18,7,20,177,78,122,200,
830,2020-01-26,8,spergulina,120289-2,verticillata,880-A,sperg 120289-2 x vert 880-A,10,5,20,178,105,95,200,
831,2020-02-05,4,spergulina,120289-2,verticillata,880-A,sperg 120289-2 x vert 880-A,12,5,20,241,110,90,200,
832,2020-02-05,5,spergulina,120289-2,verticillata,880-A,sperg 120289-2 x vert 880-A,6,6,20,242,131,69,200,
833,2020-04-07,5,spergulina,120289-6,stellarioides,14765 20J-1,sperg 120289-6 x stell 14765 20J-1,10,9,20,689,125,75,200,
834,2020-04-07,6,spergulina,120289-6,stellarioides,14765 20J-1,sperg 120289-6 x stell 14765 20J-1,4,7,20,690,96,104,200,
835,2020-04-07,7,spergulina,120289-6,stellarioides,14764 20J-1,sperg 120289-6 x stell 14765 20J-1,2,9,20,691,111,89,200,
836,2020-03-11,1,spergulina,120289-6,stellarioides,14765 20J-1,sperg 120289-6 x stell 14765 20J-1,16,5,20,913,97,103,200,Tim
837,2020-03-11,2,spergulina,120289-6,stellarioides,14765 20J-1,sperg 120289-6 x stell 14765 20J-1,9,5,20,914,110,90,200,Tim
838,2019-12-04,1,spergulina,120289-7,perlmanii ,12917,sperg 120289-7 x perl,3,3,20,84,100,100,200,
839,2019-12-04,2,spergulina,120289-7,perlmanii,12917,sperg 120289-7 x perl,8,3,20,85,113,87,200,
840,2019-11-26,7,spergulina,120289-7,perlmanii,12917,sperg 120289-7 x perl ,6,8,20,75,110,90,200,
841,2019-12-05,3,spergulina,120289-7,perlmanii,12917,sperg 120289-7 x perl ,5,4,20,93,96,104,200,
842,2019-12-17,8,spergulina,120289-7,perlmanii,12917,sperg 120289-7 x perl ,2,4,20,120,94,106,200,
843,2020-04-26,1,spergulina,120289-7,stellarioides,6G,sperg 120289-7 x stell 6G,20,6,20,760,127,73,200,
844,2020-05-04,1,spergulina,120289-7,obovata,6G,sperg 120289-7 x stell 6G,15,8,20,785,113,87,200,
845,2020-05-08,10,spergulina,120289-7,stellarioides,6G,sperg 120289-7 x stell 6G,14,8,20,803,123,77,200,
846,2020-05-15,1,spergulina,120289-7,stellarioides,6G,sperg 120289-7 x stell 6G,6,7,20,816,132,68,200,
847,2020-05-15,2,spergulina,120289-7,stellarioides,6G,sperg 120289-7 x stell 6G,4,9,20,817,109,91,200,
848,2020-04-12,5,spergulina,120290-8,stellarioides,10C,sperg 120290-8 x stell 10C,10,11,20,707,123,77,200,
849,2020-04-12,6,spergulina,120290-8,stellarioides,10C,sperg 120290-8 x stell 10C,18,10,20,708,119,81,200,
850,2020-04-12,7,spergulina,120290-8,stellarioides,10C,sperg 120290-8 x stell 10C,4,10,20,709,196,4,200,
851,2020-02-24,1,spergulina,120290-8,stellarioides,10C,sperg 120290-8 x stell 10C,14,5,20,908,135,65,200,Tim
852,2020-03-11,6,spergulina,120290-8,stellarioides,10C,sperg 120290-8 x stell 10C,13,5,20,918,144,56,200,Tim
853,2019-11-19,2,spergulina ,120292-11,attenuata,1394-7,sperg 120292-11 x atten 1394-7,4,5,20,59,125,75,200,
854,2019-11-19,3,spergulina,120292-11,attenuata,1394-7,sperg 120292-11 x atten 1394-7,19,5,20,60,45,155,200,
855,2019-11-19,4,spergulina,120292-11,attenuata,1394-7,sperg 120292-11 x atten 1394-7,20,5,20,61,94,106,200,
856,2019-11-19,4,spergulina,120292-11,attenuata,1394-7,sperg 120292-11 x atten 1394-7,3,4,20,62,113,87,200,JP box was 1/4
857,2019-11-26,2,spergulina,120292-11,attenuata,1394-7,sperg 120292-11 x atten 1394-7,17,7,20,70,65,135,200,
858,2020-04-01,1,spergulina,120294-3,perlmanii,,sperg 120294-3 x perl,11,8,20,647,122,78,200,JP no dadpid
859,2020-04-12,3,spergulina,120294-3,perlmanii,,sperg 120294-3 x perl,8,6,20,705,132,68,200,JP no dadpid
860,2020-04-17,9,spergulina,120294-3,perlmanii,,sperg 120294-3 x perl,5,5,20,738,129,71,200,JP no dadpid
861,2020-04-17,10,spergulina,120294-3,perlmanii,,sperg 120294-3 x perl,10,8,20,739,116,84,200,JP no dadpid
862,2020-04-18,3,spergulina,120294-3,perlmanii,,sperg 120294-3 x perl,13,6,20,742,138,62,200,JP no dadpid
863,2020-04-15,4,spergulina,120294-4F,stellarioides,20J-6,sperg 120294-4F x stell 20J-6,10,9,20,725,127,73,200,
864,2020-04-15,5,spergulina,120294-4F,stellarioides,20J-6,sperg 120294-4F x stell 20J-6,11,10,20,726,126,74,200,
865,2020-04-15,6,spergulina,120294-4F,stellarioides,20J-6,sperg 120294-4F x stell 20J-6,1,10,20,727,91,109,200,
866,2020-04-15,7,spergulina,120294-4F,stellarioides,20J-6,sperg 120294-4F x stell 20J-6,14,10,20,728,125,75,200,
867,2020-04-15,8,spergulina,120294-4F,stellarioides,20J-6,sperg 120294-4F x stell 20J-6,15,10,20,729,137,63,200,
868,2020-03-12,9,spergulina,120296-8,kauaiensis,24525-11 x 3 #1,sperg 120296-8 x kaua 24525-11 x 3 #1,4,6,20,501,141,59,200,
869,2020-03-19,3,spergulina,120296-8,kauaiensis,24525-11 x 3 #1,sperg 120296-8 x kaua 24525-11 x 3 #1,18,6,20,562,131,69,200,
870,2020-03-27,5,spergulina,120296-8,kauaiensis,24525-11 x3 #1,sperg 120296-8 x kaua 24525-11 x 3 #1,16,5,20,622,107,93,200,
871,2020-03-28,11,spergulina,120296-8,kauaiensis,24525-11 x3 #1,sperg 120296-8 x kaua 24525-11 x 3 #1,19,4,20,636,89,111,200,
872,2020-04-02,4,spergulina,120296-8,kauaiensis,24525-11 x3 #1,sperg 120296-8 x kaua 24525-11 x 3 #1,14,7,20,658,99,101,200,
873,2019-10-07,3,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,16,3,20,4,68,132,200,
874,2019-10-08,5,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,16,5,20,10,70,130,200,
875,2019-10-08,6,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,13,4,20,11,139,61,200,
876,2019-10-08,7,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,15,3,20,12,111,89,200,
877,2019-10-08,8,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,14,4,20,13,65,135,200,
878,2019-10-09,1,spergulina,120296-9,verticillata,880-1,sperg 120296-9 x vert 880-1,11,5,20,15,92,108,200,
879,2019-10-07,4,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,6,4,20,5,138,62,200,
880,2019-10-09,4,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,16,4,20,18,138,62,200,
881,2019-10-11,3,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,7,6,20,30,106,94,200,
882,2019-10-13,1,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,18,5,20,32,21,179,200,
883,2019-10-15,3,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,5,3,20,39,61,139,200,
884,2019-10-15,4,spergulina,120296-9,verticillata,880-A,sperg 120296-9 x vert 880-A,1,4,20,40,113,87,200,
885,2020-04-06,5,stellarioides,10C,spergulina,120289-12,stell 10C x sperg 120289-12,1,7,20,680,141,59,200,
886,2020-04-06,6,stellarioides,10C,spergulina,120289-12,stell 10C x sperg 120289-12,9,10,20,681,158,42,200,
887,2020-04-06,7,stellarioides,10C,spergulina,120289-12,stell 10C x sperg 120289-12,7,9,20,682,105,95,200,
888,2020-04-06,8,stellarioides,10C,spergulina,120289-12,stell 10C x sperg 120289-12,15,9,20,683,120,80,200,
889,2020-04-06,9,stellarioides,10C,spergulina,120289-12,stell 10C x sperg 120289-12,2,8,20,684,139,61,200,
890,2020-01-13,4,stellarioides,10C,spergulina,120289-4,stell 10C x sperg 120289-4,5,20,20,899,147,47,194,Tim
891,2020-01-13,5,stellarioides,10C,spergulina,120289-4,stell 10C x sperg 120289-4,8,5,20,900,153,47,200,Tim
892,2019-12-17,4,stellarioides,10C,spergulina,120296-4,stell 10C x sperg 120296-4,9,4,20,116,143,57,200,
893,2020-01-31,2,stellarioides,10C,spergulina,120296-4,stell 10C x sperg 120296-4,11,4,20,901,136,64,200,Tim
894,2020-02-10,1,stellarioides,10C,spergulina,120296-4,stell 10C x sperg 120296-4,2,5,20,903,122,78,200,Tim
895,2020-04-07,8,stellarioides,14651 3B,spergulina,120289-12,stell 14651 3B x sperg 120289-12,8,9,20,692,130,70,200,
896,2020-04-07,9,stellarioides,14651 3B,spergulina,120289-12,stell 14651 3B x sperg 120289-12,10,9,20,693,83,117,200,
897,2020-02-24,2,stellarioides,14651 3B,spergulina,120289-12,stell 14651 3B x sperg 120289-12,1,5,20,909,116,84,200,"Tim, cross does not exist"
898,2020-03-11,3,stellarioides,14651 3B,spergulina,120289-12,stell 14651 3B x sperg 120289-12,13,5,20,915,80,120,200,Tim
899,2020-03-11,4,stellarioides,14651 3B,spergulina,120289-12,stell 14651 3B x sperg 120289-12,3,5,20,916,87,113,200,Tim
900,2020-04-17,1,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,3,7,20,730,139,61,200,
901,2020-04-19,7,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,5,4,20,749,108,92,200,
902,2020-06-29,1,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,1,7,20,896,145,55,200,
903,2020-06-29,2,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,10,6,20,897,120,80,200,
904,2020-07-14,1,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,7,8,20,930,113,87,200,
905,2020-07-14,2,stellarioides,14765 20J-1,spergulina,120289-12,stell 14765 20J-1 x sperg 120289-12,14,8,20,931,142,58,200,
906,2020-02-03,1,stellarioides,14765 20J-1,spergulina,120295-5,stell 14765 20J-1 x sperg 120295-5,9,5,20,902,144,56,200,Tim
907,2020-02-10,2,stellarioides,14765 20J-1,spergulina,120295-5,stell 14765 20J-1 x sperg 120295-5,4,5,20,904,136,64,200,Tim
908,2020-02-10,3,stellarioides,14765 20J-1,spergulina,120295-5,stell 14765 20J-1 x sperg 120295-5,17,5,20,905,150,50,200,Tim
909,2020-02-14,1,stellarioides,14765 20J-1,spergulina,120295-5,stell 14765 20J-1 x sperg 120295-5,8,5,20,906,133,67,200,Tim
910,2020-02-19,1,stellarioides,14765 20J-1,spergulina,120295-5,stell 14765 20J-1 x sperg 120295-5,2,5,20,907,105,95,200,Tim
911,2020-03-04,2,stellarioides,14B,spergulina,120294-8,stell 14B x sperg 120294-8,1,5,20,911,122,78,200,Tim
912,2020-03-04,3,stellarioides,14B,spergulina,120294-8,stell 14B x sperg 120294-8,3,5,20,912,134,64,198,Tim
913,2020-09-03,2,stellarioides,14B,spergulina,120294-8,stell 14B x sperg 120294-8,4,5,20,953,49,151,200,
914,2020-09-03,3,stellarioides,14B,spergulina,120294-8,stell 14B x sperg 120294-8,23,5,20,954,46,154,200,
915,2020-09-03,4,stellarioides,14B,spergulina,120294-8,stell 14B x sperg 120294-8,21,5,20,955,79,121,200,
916,2020-04-05,5,stellarioides,3B,spergulina,120294-8,stell 3B x sperg 120294-8,6,9,20,671,138,62,200,
917,2020-04-05,6,stellarioides,3B,spergulina,120294-8,stell 3B x sperg 120294-8,1,10,20,672,120,80,200,
918,2020-04-05,7,stellarioides,3B,spergulina,120294-8,stell 3B x sperg 120294-8,3,10,20,673,125,75,200,
919,2020-04-05,8,stellarioides,3B,spergulina,120294-8,stell 3B x sperg 120294-8,2,11,20,674,117,83,200,
920,2020-04-05,9,stellarioides,3B,spergulina,120294-8,stell 3B x sperg 120294-8,11,8,20,675,119,81,200,
921,2020-04-17,2,stellarioides,6G,spergulina,120294-5,stell 6G x sperg 120294-5,5,10,20,731,140,60,200,
922,2020-04-17,3,stellarioides,6G,spergulina,120294-5,stell 6G x sperg 120294-5,4,10,20,732,140,60,200,
923,2020-04-17,4,stellarioides,6G,spergulina,120294-5,stell 6G x sperg 120294-5,6,10,20,733,146,54,200,
924,2020-04-17,5,stellarioides,6G,spergulina,120294-5,stell 6G x sperg 120294-5,13,10,20,734,109,91,200,
925,2020-03-04,1,stellarioides,6G,spergulina,120294-5,stell 6G x sperg 120294-5,15,5,20,910,109,91,200,Tim
926,2020-04-07,10,stellarioides,6G,spergulina,120294-8,stell 6G x sperg 120294-8,6,9,20,694,40,160,200,
927,2020-04-07,11,stellarioides,6G,spergulina,120294-8,stell 6G x sperg 120294-8,5,9,20,695,137,63,200,
928,2020-04-07,12,stellarioides,6G,spergulina,120294-8,stell 6G x sperg 120294-8,1,9,20,696,128,72,200,
929,2020-04-07,13,stellarioides,6G,spergulina,120294-8,stell 6G x sperg 120294-8,10,9,20,697,126,74,200,
930,2020-03-11,5,stellarioides,6G,spergulina,120294-8,stell 6G x sperg 120294-8,9,5,20,917,107,93,200,Tim
931,2019-11-26,3,stellarioides,6G,spergulina,120296-4,stell 6G x sperg 120296-4,12,8,20,71,160,40,200,
932,2019-11-26,4,stellarioides,6G,spergulina,120296-4,stell 6G x sperg 120296-4,9,6,20,72,132,68,200,
933,2019-11-26,5,stellarioides,6G,spergulina,120296-4,stell 6G x sperg 120296-4,7,7,20,73,128,72,200,
934,2019-12-12,2,stellarioides,6G,spergulina,120296-4,stell 6G x sperg 120296-4,5,5,20,111,117,83,200,
935,2019-12-17,9,stellarioides,6G,spergulina,120296-4,stell 6G x sperg 120296-4,4,4,20,121,133,67,200,
936,2020-03-29,4,trinervis,5448,obovata,868 6/6 25,trin 5448 x obov 868 6/6 25,6,3,20,641,75,125,200,
937,2020-04-23,2,trinervis,5448,obovata,868 6/6 25,trin 5448 x obov 868 6/6 25,5,7,20,751,45,155,200,
938,2020-04-23,3,trinervis,5448,obovata,868 6/6 25,trin 5448 x obov 868 6/6 25,1,8,20,752,68,132,200,
939,2020-04-23,4,trinervis,5448,obovata,868 6/6 25,trin 5448 x obov 868 6/6 25,8,6,20,753,117,83,200,
940,2020-04-19,2,trinervis,5448,obovata,868 6/6 25,trin 5448 x obov 868 6/6 25 ,3,5,20,744,44,156,200,
941,2020-04-14,3,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,6,3,17,712,175,25,200,
942,2020-04-14,4,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,11,3,24,713,106,94,200,
943,2020-04-14,5,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,8,5,21,714,157,43,200,
944,2020-04-14,6,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,4,4,20,715,19,181,200,
945,2020-04-30,8,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,7,8,20,778,171,29,200,
946,2020-04-30,9,trinervis,5448,obovata,897-10 Pot 1,trin 5448 x obov 897-10 Pot 1,10,9,20,779,87,113,200,
947,2020-05-21,1,verticillata,880-1,obovata,897-10 2/25,vert 880-1 x obov 897-10 2/25,1,6,20,838,34,63,97,
948,2021-03-31,1,verticillata,NTBG-24,membranacea,864 202-28,vert NTBG-24 x memb 864 202-28,11,3,20,981,83,117,200,
949,2021-03-31,2,verticillata,NTBG-24,membranacea,864 202-28,vert NTBG-24 x memb 864 202-28,12,3,20,982,28,172,200,
950,2021-03-31,4,verticillata,NTBG-24,membranacea,864 202-28,vert NTBG-24 x memb 864 202-28,21,4,20,983,58,142,200,
951,2021-04-03,2,verticillata,NTBG-24,membranacea,864 202-28,vert NTBG-24 x memb 864 202-28,20,3,20,985,84,116,200,
952,2021-04-03,3,verticillata,NTBG-24,membranacea,864 202-28,vert NTBG-24 x memb 864 202-28,6,5,20,986,38,162,200,
953,2020-02-22,6,verticillata,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,9,5,20,362,119,81,200,
954,2020-02-24,5,verticillata,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,6,4,20,374,84,116,200,
955,2020-02-26,3,verticillata ,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,3,6,20,391,151,49,200,
956,2020-02-26,4,verticillata ,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,14,5,20,392,85,115,200,
957,2020-02-26,5,verticillata ,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,7,5,20,393,148,52,200,
958,2020-02-26,6,verticillata ,NTBG-24,obovata,897-10 2/25,vert NTBG-24 x obov 897-10 2/25,4,3,20,394,139,61,200,
959,2021-03-29,1,verticillata,NTBG-25,membranacea,864 190-33,vert NTBG-25 x memb 864 190-33,21,5,20,978,96,104,200,
960,2021-04-03,1,verticillata,NTBG-25,membranacea,864 190-33,vert NTBG-25 x memb 864 190-33,4,5,20,984,70,130,200,
961,2021-04-03,4,verticillata,NTBG-25,membranacea,864 190-33,vert NTBG-25 x memb 864 190-33,18,5,20,987,34,166,200,
962,2021-04-06,1,verticillata,NTBG-25,membranacea,864 190-33,vert NTBG-25 x memb 864 190-33,5,5,20,988,96,104,200,
963,2021-04-06,2,verticillata,NTBG-25,membranacea,864 190-33,vert NTBG-25 x memb 864 190-33,17,5,20,989,119,81,200,
964,2020-04-30,12,viscosa,1-2012 #3,attenuata,1394-7,visc 1-2012 #3 x atten,1,4,20,782,85,115,200,
965,2020-05-08,1,viscosa,1-2012 #3,attenuata,1394-7,visc 1-2012 #3 x atten,7,7,20,794,95,105,200,
966,2020-05-08,2,viscosa,1-2012 #3,attenuata,1394-7,visc 1-2012 #3 x atten,2,5,20,795,130,70,200,
967,2020-05-12,2,viscosa,1-2012 #3,attenuata,1394-7,visc 1-2012 #3 x atten,4,6,20,806,66,134,200,
968,2020-06-24,2,viscosa,1-2012 #3 ,attenuata,1394-7,visc 1-2012 #3 x atten,2,5,20,887,78,122,200,
969,2021-04-21,1,viscosa,1-2012 #3,attenuata,1394-7,visc 1-2012 #3 x atten,9,5,20,991,104,96,200,
970,2019-10-07,1,viscosa,4/12 #6,verticillata,880-1,visc 4/12 #6 x vert 880-1,2,3,20,2,130,70,200,
971,2019-10-09,2,viscosa,4/12 #6,verticillata,880-1,visc 4/12 #6 x vert 880-1,7,2,20,16,77,123,200,
972,2019-10-09,3,viscosa,4/12 #6,verticillata,880-1,visc 4/12 #6 x vert 880-1,5,2,20,17,83,117,200,
973,2019-10-15,1,viscosa ,4/12 #6,verticillata,880-1,visc 4/12 #6 x vert 880-1,1,4,20,37,106,94,200,
974,2019-10-22,6,viscosa ,4/12 #6,verticillata ,880-1,visc 4/12 #6 x vert 880-1,6,3,20,53,52,149,201,
975,2021-07-02,2,viscosa,4/12 #2,attenuata,1394-7,visc 4/12/#2 x atten,6,5,20,1011,95,105,200,
976,2021-07-07,1,viscosa,4/12 #2,attenuata,1394-7,visc 4/12/#2 x atten,2,5,20,1012,112,88,200,
977,2021-07-07,2,viscosa,4/12 #2,attenuata,1394-7,visc 4/12/#2 x atten,1,5,20,1013,81,119,200,
978,2021-07-24,1,viscosa,4/12 #2,attenuata,1394-7,visc 4/12/#2 x atten,5,6,20,1015,81,119,200,
979,2020-02-28,6,viscosa ,5031 4/12-2 ,obovata ,897-10 ,visc 5031 4/12-2 x obov 897-10,14,3,20,407,133,67,200,
980,2020-03-01,13,viscosa ,5031 4/12-2 ,obovata ,897-10 ,visc 5031 4/12-2 x obov 897-10,4,3,20,427,75,125,200,
981,2020-03-01,14,viscosa ,5031 4/12-2 ,obovata ,897-10 ,visc 5031 4/12-2 x obov 897-10,13,2,15,428,154,46,200,15 anthers from 2
982,2020-03-03,14,viscosa,5031 4/12-2,obovata,897-10,visc 5031 4/12-2 x obov 897-10,5,2,20,443,123,77,200,
983,2020-03-06,4,viscosa,5031 4/12-2,obovata,897-10,visc 5031 4/12-2 x obov 897-10,12,4,20,463,133,67,200,
984,2020-04-03,3,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,9,5,20,664,83,117,200,
985,2020-05-20,3,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,2,3,20,836,76,124,200,
986,2020-05-20,4,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,1,6,20,837,74,126,200,
987,2020-05-25,1,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,3,5,20,846,75,125,200,
988,2020-05-26,4,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,5,5,20,854,98,102,200,
989,2020-06-16,2,viscosa,5031 A1,attenuata,1394-7,visc 5031 A1 x atten,10,5,20,874,120,80,200,
990,2021-04-23,1,viscosa,5031 B #3,lychnoides,867 2010-12,visc 5031 B #3 x lych 867 2010-12,5,5,20,992,122,78,200,
991,2021-04-30,1,viscosa,5031 B #3,lychnoides,867 2010-12,visc 5031 B #3 x lych 867 2010-12,6,5,20,993,172,28,200,
992,2021-04-30,1,viscosa,5031 B #3,lychnoides,867 2010-12,visc 5031 B #3 x lych 867 2010-12,3,5,20,994,177,23,200,
993,2021-04-30,2,viscosa,5031 B #3,lychnoides,867 2010-12,visc 5031 B #3 x lych 867 2010-12,8,5,20,995,148,52,200,
994,2021-04-30,3,viscosa,5031 B #3,lychnoides,867 2010-12,visc 5031 B #3 x lych 867 2010-12,4,5,20,996,168,32,200,
995,2019-10-10,3,viscosa,5031 C1#1,verticillata,880-1,visc 5031 C1 #1 x vert 880-1,2,,20,25,83,117,200,JP flowers was ?
996,2019-10-11,1,viscosa,5031 C1#1,verticillata,880-1,visc 5031 C1 #1 x vert 880-1,5,2,20,28,98,102,200,
997,2019-10-13,4,viscosa ,5031 C1#1,verticillata,880-1,visc 5031 C1 #1 x vert 880-1,4,3,20,35,65,135,200,
998,2019-10-15,7,viscosa ,5031 C1#1,verticillata,880-1,visc 5031 C1 #1 x vert 880-1,3,2,20,43,53,147,200,
999,2019-10-15,8,viscosa ,5031 C1#1,verticillata,880-1,visc 5031 C1 #1 x vert 880-1,1,4,20,44,88,112,200,
1000,2020-02-04,11,viscosa ,5031 C1,obovata ,897-8,visc 5031 C1 x obov 897-8,2,4,20,236,129,71,200,
1001,2021-06-01,2,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,3,4,20,999,149,51,200,JP renamed dadsp from S. lychnoidesviscosa
1002,2021-06-01,3,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,6,5,20,1000,127,73,200,JP renamed dadsp from S. lychnoidesviscosa
1003,2021-06-01,9,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,14,5,20,1006,150,50,200,JP renamed dadsp from S. lychnoidesviscosa
1004,2021-06-03,1,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,9,5,20,1007,89,111,200,JP renamed dadsp from S. lychnoidesviscosa
1005,2021-06-03,2,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,18,5,20,1008,117,83,200,JP renamed dadsp from S. lychnoidesviscosa
1006,2021-06-10,1,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031B #46 x lych 867 2010-12,15,5,20,1009,110,90,200,JP renamed dadsp from S. lychnoidesviscosa
1007,2021-06-01,4,viscosa,5031B #8,lychnoides,867 2010-4,visc 5031B #8 x lych 867 2010-4,19,5,20,1001,128,72,200,JP renamed dadsp from S. lychnoidesviscosa
1008,2021-06-01,5,viscosa,5031B #8,lychnoides,867 2010-4,visc 5031B #8 x lych 867 2010-4,1,5,20,1002,165,35,200,JP renamed dadsp from S. lychnoidesviscosa
1009,2021-06-01,6,viscosa,5031B #8,lychnoides,867 2010-4,visc 5031B #8 x lych 867 2010-4,2,5,20,1003,147,53,200,JP renamed dadsp from S. lychnoidesviscosa
1010,2021-06-01,7,viscosa,5031B #8,lychnoides,867 2010-4,visc 5031B #8 x lych 867 2010-4,9,5,20,1004,136,64,200,JP renamed dadsp from S. lychnoidesviscosa
1011,2021-06-01,8,viscosa,5031B #8,lychnoides,867 2010-4,visc 5031B #8 x lych 867 2010-4,15,5,20,1005,144,56,200,JP renamed dadsp from S. lychnoidesviscosa
1012,2021-02-20,1,viscosa,5031c #101,lychnoides,867-2 100,visc 5031c #101 x lych 867-2 100,3,5,20,970,153,46,199,
1013,2021-03-21,1,viscosa,5031c #101,lychnoides,867-2 100,visc 5031c #101 x lych 867-2 100,2,5,20,977,109,91,200,
1014,2021-06-01,9,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031 #46 x lych 867 2010-12,14,5,20,1006,150,50,200,
1015,2021-06-03,1,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031 #46 x lych 867 2010-12,9,5,20,1007,89,111,200,
1016,2021-06-03,2,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031 #46 x lych 867 2010-12,18,5,20,1008,117,83,200,
1017,2021-06-10,1,viscosa,5031B #46,lychnoides,867 2010-12,visc 5031 #46 x lych 867 2010-12,15,5,20,1009,110,90,200,
