line	date_planted	code	type	momsp	momid	dadsp1	dadid1	dadsp2	dadid2	plate	planted	germinated	date_scored	germinated_n1	transplanted_n	germinated_ndate1	germinated_ndate2	germinated_ndate3	germinated_ndate4	germinated_ndate5	germinated_ndate6	notes
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	120289-12			4	20	18	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			5	20	18	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			6	20	19	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			7	20	18	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			8	20	19	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			9	20	17	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	12089-12			10	20	17	2021-11-17									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			1	20	20	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			2	20	15	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			3	20	10	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			4	20	16	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			5	20	13	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			6	20	11	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			7	20	16	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			8	20	11	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			9	20	16	2021-11-13									
	2021-10-23	Sperg2	intra	sperg	120294-7	sperg	120289-12			10	20	15	2021-11-13									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			1	20	15	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			2	20	15	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			3	20	16	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			4	20	18	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			5	20	15	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			6	20	16	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			7	20	18	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			8	20	17	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			9	20	17	2021-11-05									
	2021-10-23	Sperg3	intra	sperg	120292-8	sperg	120294-2			10	18	18	2021-11-05									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			1	20	19	2021-11-15									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			2	20	19	2021-11-15									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			3	20	20	2021-11-15									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			4	20	20	2021-11-15									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			5	20	17	2021-11-15									
	2021-10-23	Sperg4	intra	sperg	120294-4	sperg	120294-2			6	20	18	2021-11-15									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			1	20	18	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			2	20	17	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			3	20	20	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			4	20	17	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			5	20	15	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			6	20	19	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			7	20	18	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			8	20	19	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			9	20	17	2021-11-08									
	2021-10-23	Sperg5	intra	sperg	120289-9	sperg	120294-8			10	20	19	2021-11-08									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			1	20	19	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			2	20	15	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			3	20	18	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			4	20	15	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			5	20	20	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			6	20	20	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			7	20	17	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			8	20	16	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			9	20	19	2021-11-10									
	2021-10-23	Sarm1	intra	sarm	896123-16	sarm	8961071-6			10	20	16	2021-11-10									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			1	20	16	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			2	20	14	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			3	20	16	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			4	20	15	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			5	20	16	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			6	20	15	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			7	20	16	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			8	20	13	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			9	20	12	2021-11-15									
	2021-10-23	Sarm2	intra	sarm	879612-3	sarm	8961071-6			10	20	16	2021-11-15									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			1	20	18	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			2	20	16	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			3	20	18	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			4	20	15	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			5	20	19	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			6	20	17	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			7	20	19	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			8	20	19	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			9	20	17	2021-02-21									
	2021-12-03	Sperg1	intra	sperg	120296-9	sperg	12089-12			10	20	19	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			1	20	9	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			2	20	12	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			3	20	14	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			4	20	15	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			5	20	8	2021-02-21									
	2021-12-03	Sperg2	intra	sperg	120294-7	sperg	120289-12			6	20	8	2021-02-21									
	2021-12-03	Sperg5	intra	sperg	120289-9	sperg	120294-8			1	20	15	2021-02-21									
	2021-12-03	Sperg5	intra	sperg	120289-9	sperg	120294-8			2	20	14	2021-02-21									
	2021-12-03	Sperg5	intra	sperg	120289-9	sperg	120294-8			3	20	16	2021-02-21									
	2021-12-03	Sperg5	intra	sperg	120289-9	sperg	120294-8			4	20	19	2021-02-21									
	2021-12-03	Sperg5	intra	sperg	120289-9	sperg	120294-8			5	20	15	2021-02-21									
	2019-09-26		inter	kaua	525-1x6a#6	memb	#2			1	20	6	2019-12-09	3t								
	2019-09-26		inter	kaua	525-1x6a#6	memb	#2			2	20	0	2019-12-09									
	2019-09-26		inter	kaua	525-1x6a#6	memb	#2			3	17	1	2019-12-09	1t 12/9/19								
	2019-08-26		inter	lydg	6682212-1	sarm	89612-2			1	20	7		7	7t	9/19/2019 trs. Date						
	2019-08-26		inter	lydg	6682212-1	sarm	89612-2			2	20	13		14	13t							
	2019-08-26		inter	lydg	6682217-1	sarm	89611-6			1	20	11		11	11t	9/19/2019						
	2019-08-26		inter	lydg	6682217-1	sarm	89611-6			2	20	10		10	9t							
	2019-08-26		inter	lydg	6682217-1	sarm	89611-6			3	20	20		22	0t							
	2019-08-26		inter	lydg	6682217-1	sarm	89611-6			4	20	11		11	0t							
	2019-08-26		inter	lydg	6682217-1	sarm	89611-6			5	20	17		17	0t							
	2019-08-28		inter	lydg	6682223-1	sarm	8961071-6			1	20	19		19	16t	9/19/2019						
	2019-08-28		inter	lydg	6682223-1	sarm	8961071-6			2	20	19		19	4t							
	2019-08-28		inter	lydg	6682223-1	sarm	8961071-6			3	20	20		20	0t							
	2019-08-28		inter	lydg	6682223-1	sarm	8961071-6			4	20	19		19	0t							
	2019-08-28		inter	lydg	6682223-1	sarm	8961071-6			5	20	15		15	0t							
	2019-08-26		inter	lydg	6682223-1	sarm	89612-2			1	20	20		20	15t	9/19/2019						
	2019-08-26		inter	lydg	6682223-1	sarm	89612-2			2	20	5		5	5t							
	2019-08-26		inter	lydg	6682223-1	sarm	89612-2			3	20	17		17	0t							
	2019-08-26		inter	lydg	6682223-1	sarm	89612-2			4	20	16		16	0t							
	2019-08-26		inter	lydg	6682223-1	sarm	89612-2			5	20	17		17	0t							
	2019-07-24		inter	lydg	6682229-2	sarm	8969H-2-1			1	20	16		14			16 g 12 t (I killed)					
	2019-07-24		inter	lydg	6682229-2	sarm	8969H-2-1			2	20	15		13			15 g 8 t					
	2019-07-24		inter	lydg	6682229-2	sarm	8969H-2-1			3	20	18		18			18 g 0 t					
	2019-07-24		inter	lydg	6682229-2	sarm	8969H-2-1			4	11	11		6			11 g 0 t					
	2019-07-24		inter	lydg	6682233-2	sarm	8961071-6			1	20	17		16			17 G 17 T 8/20/19					
	2019-07-24		inter	lydg	6682233-2	sarm	8961071-6			2	20	14		12			14 G 3 T 8/20/19					
	2019-07-24		inter	lydg	6682233-2	sarm	8961071-6			3	20	16		16								
	2019-07-24		inter	lydg	6682233-2	sarm	8961071-6			4	4	4		4								
	2019-08-28		inter	lydg	6682233-2	sarm	89614-3			1	20	5		5	5t							
	2019-08-28		inter	lydg	6682233-2	sarm	89614-3			2	11	3		3	3t							
	2019-08-28		inter	lydg	6682 234-2	sarm	8961071-6			1	20	18		18	0t	9/19/2019						
	2019-08-28		inter	lydg	6682 234-2	sarm	8961071-6			2	20	20		20	20t							
	2019-08-28		inter	lydg	6682 234-2	sarm	8961071-6			3	20	19		19	0t							
	2019-08-28		inter	lydg	6682 234-2	sarm	8961071-6			4	20	19		19	0t							
	2019-08-28		inter	lydg	6682 234-2	sarm	8961071-6			5	20	19		19	0t							
	2019-08-26		inter	lydg	6682235-2	sarm	89614-3			1	20	19		19	12t	9/19/2009						
	2019-08-26		inter	lydg	6682235-2	sarm	89614-3			2	20	20		20	8t (1 killed)							
	2019-08-26		inter	lydg	6682235-2	sarm	89614-3			3	20	15		15	0t							
	2019-08-26		inter	lydg	6682235-2	sarm	89614-3			4	20	15		15	0t							
	2019-08-26		inter	lydg	6682235-2	sarm	89614-3			5	20	14		14	0t							
	2019-06-20		inter	lydg	6682204-1	sarm	89612-2			1	19	15		1		15g						
	2019-06-20		inter	lydg	6682204-1	sarm	89612-2			2	20	13		2		6g,5t						
	2019-06-20		inter	lydg	6682204-1	sarm	89612-2			3	20	17		4		17g,17t						
	2019-06-20		inter	lydg	6682204-1	sarm	89612-2			4	19	7		2		7g,3t						
	2019-06-20		inter	lydg	6682204-1	sarm	89612-2			5	20	13		1		13g						
	2019-06-20		inter	lydg	6682204-1	sarm	89614-3			1	20	18		18		18g,4t						
	2019-06-20		inter	lydg	6682204-1	sarm	89614-3			2	20	19		13		19g						
	2019-06-20		inter	lydg	6682204-1	sarm	89614-3			3	20	17		7		17g						
	2019-06-20		inter	lydg	6682204-1	sarm	89614-3			4	20	17		11		17g,16t						
	2019-06-20		inter	lydg	6682204-1	sarm	89614-3			5	20	19		17		19g						
	2019-06-20		inter	lydg	6682209-2	sarm	8961071-6			1	20	19		12		19g, 1t						
	2019-06-20		inter	lydg	6682209-2	sarm	8961071-6			2	20	20		9		20g						
	2019-06-20		inter	lydg	6682209-2	sarm	8961071-6			3	20	19		8		19g, 19t						
	2019-06-20		inter	lydg	6682209-2	sarm	8961071-6			4	16	13		3		13g						
	2019-06-20		inter	lydg	6682209-2	sarm	8961071-6			5	20	19		18		18g						
	2019-06-20		inter	lydg	6682209-2	sarm	89612-2			1	20	15		1		11g						
	2019-06-20		inter	lydg	6682209-2	sarm	89612-2			2	20	3		0		13g, 13t						
	2019-06-20		inter	lydg	6682209-2	sarm	89612-2			3	20	15		0		14g, 7t						
	2019-06-20		inter	lydg	6682209-2	sarm	89612-2			4	20	12		0		12g						
	2019-06-20		inter	lydg	6682209-2	sarm	89612-2			5	20	8		0		6g						
	2019-06-20		inter	lydg	6682212-1	sarm	89611-6			1	19	12		0		10g						
	2019-06-20		inter	lydg	6682212-1	sarm	89611-6			2	20	7		0		2g						
	2019-06-20		inter	lydg	6682212-1	sarm	89611-6			3	20	10		2		6g,5t						
	2019-06-20		inter	lydg	6682212-1	sarm	89611-6			4	20	14		0		14g,14t						
	2019-06-20		inter	lydg	6682212-1	sarm	89611-6			5	5	1		0		1g,1t						
	2019-06-20		inter	lydg	6682223-1	sarm	2/1/8969			1	19	19		11		19g,19t						
	2019-06-20		inter	lydg	6682223-1	sarm	2/1/8969			2	20	20		19		20g						
	2019-06-20		inter	lydg	6682223-1	sarm	2/1/8969			3	5	4		0		4g,1t						
	2019-06-20		inter	lydg	6682229-2	sarm	89612-2			1	20	11		1		10g,10t						
	2019-06-20		inter	lydg	6682229-2	sarm	89612-2			2	19	13		1		11g						
	2019-06-20		inter	lydg	6682229-2	sarm	89612-2			3	19	15		3		14g						
	2019-06-20		inter	lydg	6682229-2	sarm	89612-2			4	20	15		2		15g						
	2019-06-20		inter	lydg	6682229-2	sarm	89612-2			5	20	17		1		12g,10t						
	2019-07-24		inter	lydg	6682229-2	sarm	89617-5			1	20	11		3			9 G 6 T 8/19/19					
	2019-07-24		inter	lydg	6682229-2	sarm	89617-5			2	20	14		2			13 G 13 T 8/19/19					
	2019-07-24		inter	lydg	6682229-2	sarm	89617-5			3	20	13		0			8 G 1 T 8/19/19					
	2019-07-24		inter	lydg	6682229-2	sarm	89617-5			4	20	15		6								
	2019-07-24		inter	lydg	6682229-2	sarm	89617-5			5	20	16		2								
	2019-06-20		inter	lydg	6682233-2	sarm	8961071-6			1	20	9		2g,10t		9g						
	2019-06-20		inter	lydg	6682233-2	sarm	8961071-6			2	20	5		7g,10t		5g						
	2019-06-20		inter	lydg	6682233-2	sarm	8961071-6			3	20	16		0		16g,8t; 7/17						
	2019-06-20		inter	lydg	6682233-2	sarm	8961071-6			4	19	12		0		12g,12t; 7/17						
	2019-06-20		inter	lydg	6682233-2	sarm	8961071-6			5	21	14		0		14g						
	2019-06-20		inter	lydg	6682234-1	sarm	89617-5			1	20	17		5g,17t		0g						
	2019-06-20		inter	lydg	6682234-1	sarm	89617-5			2	20	16		6g,3t		16g						
	2019-06-20		inter	lydg	6682234-1	sarm	89617-5			3	19	14		9g		14g,13t						
	2019-06-20		inter	lydg	6682234-1	sarm	89617-5			4	20	15		8g		14g						
	2019-06-20		inter	lydg	6682234-1	sarm	89617-5			5	20	13		6g,3t		13g						
	2019-06-20		inter	lydg	6682235-2	sarm	89617-5			1	20	18		9		18g,5t						
	2019-06-20		inter	lydg	6682235-2	sarm	89617-5			2	20	18		7		18g,15t						
	2019-06-20		inter	lydg	6682235-2	sarm	89617-5			3	20	18		7		18g						
	2019-06-20		inter	lydg	6682235-2	sarm	89617-5			4	20	17		8		17g,4t						
	2019-06-20		inter	lydg	6682235-2	sarm	89617-5			5	21	17		3		17g						
	2019-10-23		inter	menz	849122-3	sal	842201-46			1	20	15										
	2019-10-23		inter	menz	849122-3	sal	842201-46			2	20	16										
	2019-10-23		inter	menz	849122-3	sal	842201-46			3	20	17										
	2019-10-23		inter	menz	849122-3	sal	842201-46			4	20	15										
	2019-10-23		inter	menz	849122-3	sal	842201-46			5	20	16										
	2019-10-17		inter	menz	849122-3	sal	84286-38			1	20	17										
	2019-10-17		inter	menz	849122-3	sal	84286-38			2	20	14										
	2019-10-17		inter	menz	849122-3	sal	84286-38			3	20	13										
	2019-10-17		inter	menz	849122-3	sal	84286-38			4	20	13										
	2019-10-17		inter	menz	849122-3	sal	84286-38			5	20	12										
	2019-10-23		inter	menz	8494-17	sal	842172-37			1	20	13										
	2019-10-23		inter	menz	8494-17	sal	842172-37			2	20	7										
	2019-10-23		inter	menz	8494-17	sal	842172-37			3	20	11										
	2019-10-23		inter	menz	8494-17	sal	842172-37			4	13	2										
	2019-10-17		inter	menz	8494-17	sal	84222-4			1	20	18										
	2019-10-17		inter	menz	8494-17	sal	84222-4			2	20	16										
	2019-10-17		inter	menz	8494-17	sal	84222-4			3	20	17										
	2019-10-17		inter	menz	8494-17	sal	84222-4			4	20	19										
	2019-10-17		inter	menz	8494-17	sal	84222-4			5	20	15										
	2019-10-23		inter	menz	84957-39	sal	842173-37			1	20	18										
	2019-10-23		inter	menz	84957-39	sal	842173-37			2	20	17										
	2019-10-23		inter	menz	84957-39	sal	842173-37			3	20	19										
	2019-10-23		inter	menz	84957-39	sal	842173-37			4	20	18										
	2019-10-23		inter	menz	84957-39	sal	842173-37			5	20	17										
	2019-10-16		inter	menz	84957-39	sal	842251-6			1	20	12										
	2019-10-16		inter	menz	84957-39	sal	842251-6			2	20	16										
	2019-10-16		inter	menz	84957-39	sal	842251-6			3	20	11										
	2019-10-16		inter	menz	84957-39	sal	842251-6			4	20	12										
	2019-10-16		inter	menz	84957-39	sal	842251-6			5	20	13										
	2019-10-17		inter	menz	84961A	sal	842211-55			1	20	14										
	2019-10-17		inter	menz	84961A	sal	842211-55			2	20	17										
	2019-10-17		inter	menz	84961A	sal	842211-55			3	20	5										
	2019-10-17		inter	menz	84961A	sal	842211-55			4	20	17										
	2019-10-17		inter	menz	84961A	sal	842211-55			5	20	12										
	2019-10-16		inter	menz	84977-2	sal	842107-3			1	20	12										
	2019-10-16		inter	menz	84977-2	sal	842107-3			2	20	1										
	2019-10-16		inter	menz	84977-2	sal	842107-3			3	20	9										
	2019-10-16		inter	menz	84977-2	sal	842107-3			4	20	9										
	2019-10-16		inter	menz	84977-2	sal	842107-3			5	20	14										
	2019-10-17		inter	menz	84983A	sal	842108-5			1	20	18										
	2019-10-17		inter	menz	84983A	sal	842108-5			2	20	11										
	2019-10-17		inter	menz	84983A	sal	842108-5			3	20	20										
	2019-10-17		inter	menz	84983A	sal	842108-5			4	20	18										
	2019-10-17		inter	menz	84983A	sal	842108-5			5	20	20										
	2019-10-23		inter	menz	84983A	sal	8429-5			1	20	15										
	2019-10-23		inter	menz	84983A	sal	8429-5			2	20	18										
	2019-10-23		inter	menz	84983A	sal	8429-5			3	20	19										
	2019-10-23		inter	menz	84983A	sal	8429-5			4	20	19										
	2019-10-23		inter	menz	84983A	sal	8429-5			5	20	19										
	2019-10-23		inter	menz	84989E	sal	84280-19			1	20	10										
	2019-10-23		inter	menz	84989E	sal	84280-19			2	20	10										
	2019-10-23		inter	menz	84989E	sal	84280-19			3	20	10										
	2019-10-17		inter	menz	950406-2	sal	842172-37			1	20	15										
	2019-10-17		inter	menz	950406-2	sal	842172-37			2	20	7										
	2019-10-17		inter	menz	950406-2	sal	842172-37			3	20	14										
	2019-10-17		inter	menz	950406-2	sal	842172-37			4	20	10										
	2019-10-17		inter	menz	950406-2	sal	842172-37			5	20	18										
	2019-10-17		inter	menz	950406-2	sal	84243A-4			1	20	10										
	2019-10-17		inter	menz	950406-2	sal	84243A-4			2	20	15										
	2019-10-17		inter	menz	950406-2	sal	84243A-4			3	20	17										
	2019-10-17		inter	menz	950406-2	sal	84243A-4			4	20	14										
	2019-10-17		inter	menz	950406-2	sal	84243A-4			5	20	18										
	2019-10-01		inter	menz	8494-17	sal	84281-62			1	20	18										
	2019-10-01		inter	menz	8494-17	sal	84281-62			2	20	16										
	2019-10-01		inter	menz	8494-17	sal	84281-62			3	20	17										
	2019-10-01		inter	menz	8494-17	sal	84281-62			4	20	19										
	2019-10-01		inter	menz	8494-17	sal	84281-62			5	20	15										
	2019-09-28		inter	menz	84957C	sal	84222-4			1	20	16										
	2019-09-28		inter	menz	84957C	sal	84222-4			2	20	15										
	2019-09-28		inter	menz	84957C	sal	84222-4			3	20	14										
	2019-09-28		inter	menz	84957C	sal	84222-4			4	20	12										
	2019-09-28		inter	menz	84957C	sal	84222-4			5	20	15										
	2019-09-28		inter	menz	84993C	sal	842212-18			1	20	12										
	2019-09-28		inter	menz	84993C	sal	842212-18			2	20	7										
	2019-09-28		inter	menz	84993C	sal	842212-18			3	20	3										
	2019-09-28		inter	menz	84993C	sal	842212-18			4	20	6										
	2019-09-28		inter	menz	84993C	sal	842212-18			5	20	6										
	2019-09-28		inter	menz	950429-1	sal	842139-56			1	20	20										
	2019-09-28		inter	menz	950429-1	sal	842139-56			2	20	20										
	2019-09-28		inter	menz	950429-1	sal	842139-56			3	20	19										
	2019-09-28		inter	menz	950429-1	sal	842139-56			4	20	19										
	2019-09-28		inter	menz	950429-1	sal	842139-56			5	20	20										
	2019-09-26		inter	menz	950429-1	sal	8429-5			1	20	19										
	2019-09-26		inter	menz	950429-1	sal	8429-5			2	20	18										
	2019-09-26		inter	menz	950429-1	sal	8429-5			3	20	16										
	2019-09-26		inter	menz	950429-1	sal	8429-5			4	20	20										
	2019-09-26		inter	menz	950429-1	sal	8429-5			5	20	19										
	2019-10-17		inter	sal	842201-45	menz	84961A			1	20	16										
	2019-10-17		inter	sal	842201-45	menz	84961A			2	20	18										
	2019-10-17		inter	sal	842201-45	menz	84961A			3	20	18										
	2019-10-17		inter	sal	842201-45	menz	84961A			4	20	20										
	2019-10-17		inter	sal	842201-45	menz	84961A			5	20	18										
	2019-10-17		inter	sal	842201-45	menz	84989E			1	20	19										
	2019-10-17		inter	sal	842201-45	menz	84989E			2	20	19										
	2019-10-17		inter	sal	842201-45	menz	84989E			3	20	19										
	2019-10-17		inter	sal	842201-45	menz	84989E			4	20	20										
	2019-10-17		inter	sal	842201-45	menz	84989E			5	20	19										
	2019-10-17		inter	sal	842212-3	menz	950406-2			1	20	16										
	2019-10-17		inter	sal	842212-3	menz	950406-2			2	20	15										
	2019-10-17		inter	sal	842212-3	menz	950501			1	20	12										
	2019-10-17		inter	sal	842212-3	menz	950501			2	20	19										
	2019-10-17		inter	sal	842212-3	menz	950501			3	20	19										
	2019-10-17		inter	sal	842212-3	menz	950501			4	20	14										
	2019-10-17		inter	sal	842212-3	menz	950501			5	20	17										
	2019-10-17		inter	sal	842215-2	menz	84977-2			1	20	19										
	2019-10-17		inter	sal	842215-2	menz	84977-2			2	20	10										
	2019-10-17		inter	sal	842215-2	menz	84977-2			3	20	16										
	2019-10-17		inter	sal	842215-2	menz	84977-2			4	20	19										
	2019-10-17		inter	sal	842215-2	menz	84977-2			5	20	18										
	2019-10-16		inter	sal	84237-15	menz	84957-39			1	20	20										
	2019-10-16		inter	sal	84237-15	menz	84957-39			2	20	18										
	2019-10-16		inter	sal	84237-15	menz	84957-39			3	20	12										
	2019-10-16		inter	sal	84237-15	menz	84957-39			4	20	14										
	2019-10-16		inter	sal	84237-15	menz	84957-39			5	20	17										
	2019-10-16		inter	sal	84237-15	menz	84993C			1	20	20										
	2019-10-16		inter	sal	84237-15	menz	84993C			2	20	20										
	2019-10-16		inter	sal	84237-15	menz	84993C			3	20	20										
	2019-10-16		inter	sal	84237-15	menz	84993C			4	20	20										
	2019-10-16		inter	sal	84237-15	menz	84993C			5	20	20										
	2019-10-16		inter	sal	84243a-41	menz	84957C			1	20	9										
	2019-09-28		inter	sal	842167-54F	menz	8494-17			1	20	18										
	2019-09-28		inter	sal	842167-54F	menz	8494-17			2	20	18										
	2019-09-28		inter	sal	842167-54F	menz	8494-17			3	20	18										
	2019-09-28		inter	sal	842167-54F	menz	8494-17			4	20	18										
	2019-09-28		inter	sal	842167-54F	menz	8494-17			5	20	18										
	2019-09-28		inter	sal	842195-1	menz	950429-1			1	20	19										
	2019-09-28		inter	sal	842195-1	menz	950429-1			2	20	19										
	2019-09-28		inter	sal	842195-1	menz	950429-1			3	20	15										
	2019-09-28		inter	sal	842195-1	menz	950429-1			4	20	17										
	2019-09-28		inter	sal	842195-1	menz	950429-1			5	20	18										
	2019-10-01		inter	sal	84269-1F	menz	849122-3			1	20	16										
	2019-10-01		inter	sal	84269-1F	menz	849122-3			2	20	16										
	2019-10-01		inter	sal	84269-1F	menz	849122-3			3	20	12										
	2019-10-01		inter	sal	84269-1F	menz	849122-3			4	20	16										
	2019-10-01		inter	sal	84269-1F	menz	849122-3			5	20	19										
	2019-09-28		inter	sal	84295-8	menz	950442-2			1	20	18										
	2019-09-28		inter	sal	84295-8	menz	950442-2			2	20	19										
	2019-09-28		inter	sal	84295-8	menz	950442-2			3	20	19										
	2019-09-28		inter	sal	84295-8	menz	950442-2			4	20	18										
	2019-09-28		inter	sal	84295-8	menz	950442-2			5	20	18										
	2019-07-24		inter	sarm	896122-2	lydg	6682223-1			1	20	17		17		17 g 0 t						
	2019-07-24		inter	sarm	896122-2	lydg	6682223-1			2	20	19		16		19 g 16 t						
	2019-07-24		inter	sarm	896122-2	lydg	6682223-1			3	20	17		14		17 g 4 t						
	2019-07-24		inter	sarm	896122-2	lydg	6682223-1			4	12	7		4		7 g 0 t						
	2019-06-20		inter	sarm	879612-3	lydg	6682204-1			1	20	19		19	19g							
	2019-06-20		inter	sarm	879612-3	lydg	6682204-1			2	20	19		13	18g,17t							
	2019-06-20		inter	sarm	879612-3	lydg	6682204-1			3	20	19		15	19g,3t							
	2019-06-20		inter	sarm	879612-3	lydg	6682204-1			4	21	18		18	17g							
	2019-06-20		inter	sarm	879612-3	lydg	6682204-1			5	20	17		16	17g							
	2019-07-24		inter	sarm	879612-3	lydg	6682212-1			1	20	13		0		13 G 13 T 8/19/19						
	2019-07-24		inter	sarm	879612-3	lydg	6682212-1			2	20	8		1		8 g 7 t						
	2019-07-24		inter	sarm	879612-3	lydg	6682212-1			3	20	14		3		14 g 0 t						
	2019-07-24		inter	sarm	879612-3	lydg	6682212-1			4	20	12		3		12 g 0 t						
	2019-07-24		inter	sarm	879612-3	lydg	6682212-1			5	20	8		5		8 g 0 t						
	2019-07-19		inter	sarm	879612-3	lydg	6682204-1			1	20	19		19		19 g 19 t						
	2019-07-19		inter	sarm	879612-3	lydg	6682204-1			2	20	19		19		19 g 1t + 4 t 9/7/19						
	2019-07-19		inter	sarm	879612-3	lydg	6682204-1			3	20	19		14		19 g 0 t						
